ticker,previousClose,regularMarketOpen,bid,ask,dayLow,dayHigh,52WeekLow,52WeekHigh,volume,averageVolume,marketCap,beta,trailingPE,forwardPE,dividendYield,exDividendDate,payoutRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,averageDailyVolume10Day,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualEps,epsTrailingTwelveMonths,epsForward,sharesOutstanding,floatShares,sharesShort,sharesShortPriorMonth,shortRatio,shortPercentOutstanding,shortPercentFloat,percentInsiders,percentInstitutions,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastCapGain,annualHoldingsTurnover,enterpriseValue,priceToSalesTrailing12Months,priceToBook,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,beta,enterpriseValue,priceHint,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,financialCurrency
TC,2.25,2.2472,,,2.1934,2.25,,,5156.0,57895.0,4533727.0,0.095,,3.8793104,,,,,,,,,,1.9132,3.99735,,,11610.0,,,,,,,1.4,11.25,,,,,,,2014990.0,223378457.0,17527.0,83784.0,0.25,,,,,0.58,,1:4,1603324800.0,5.613,-7.906,,,,,,911362048.0,0.02792271,0.19217628,1703980800.0,-82971000.0,-6.74,0.58,0.095,911362048.0,4.0,,,,,,,CNY
TCBC,13.52,13.835,,,13.61,13.835,,,836.0,6509.0,57564176.0,0.063,Infinity,,0.0073,1704326400.0,1.6667,,,,0.1,,0.0073,13.7202,13.609995,,,3020.0,,,,,,,12.35,14.75,,,,,,,4229550.0,3687679.0,10438.0,10583.0,1.47,,,,,,,,,2.857,,,,,,,42582384.0,3.8619747,0.7055835,1703980800.0,265825.0,,,0.063,42582384.0,2.0,,,,0.1,,0.0073,USD
TCBI,59.7,59.96,59.79,60.53,59.15,60.47,,,359602.0,399288.0,2812248832.0,1.176,18.266666,14.084111,,,,,,,,,,59.388,59.36145,,,276600.0,,,,,,,48.41,66.18,,,,,,,46653100.0,45906658.0,1704219.0,2359521.0,4.07,,,,,4.28,2.11,,,1.607,,,,,,,1600460288.0,2.8231971,0.9866439,1711843200.0,159372000.0,3.3,4.28,1.176,1600460288.0,2.0,,,,,,,USD
TCBIO,19.2,19.19,19.26,,19.15,19.67,,,34830.0,19290.0,,1.176,4.968426,,0.0731,1717372800.0,,,,,1.44,,0.0731,19.5679,18.759945,,,22890.0,,,,,,,15.52,21.195,,,,,,,,45906658.0,3876.0,1953.0,0.06,,,,,,,,,-0.295,,,,,,,-294122368.0,,0.32195234,1711843200.0,159372000.0,3.959,,1.176,-294122368.0,2.0,,,,1.44,,0.0731,USD
TCBK,37.24,37.47,38.01,38.19,37.47,38.08,,,111186.0,124074.0,1263281152.0,0.554,11.609756,11.2,0.0347,1717718400.0,0.375,1.23,0.033029,2.61,1.32,,0.0347,35.7176,35.61465,1.23,0.033029,104450.0,,,,,,,29.38,45.84,,,,,,,33174400.0,31656657.0,396999.0,345702.0,3.45,,,,,3.4,1.66,2:1,1083542400.0,4.441,,,,,,,1711786624.0,3.2771215,1.0859833,1711843200.0,109306000.0,3.28,3.4,0.554,1711786624.0,2.0,1.23,0.033029,2.61,1.32,,0.0347,USD
TCBP,1.065,1.09,1.07,1.13,1.06,1.09,,,46622.0,4815152.0,5340740.0,,,-0.23478262,,,,,,,,,,1.38088,29.431826,,,198840.0,,,,,,,0.85,196.0,,,,,,,4945130.0,98778023.0,131198.0,237548.0,0.06,,,,,-4.6,,,,,-8.323,,,,,,107562024.0,,1.0275928,1711843200.0,-8593896.0,-19.3,-4.6,,107562024.0,4.0,,,,,,,GBP
TCBPW,0.008,0.0106,,,0.0075,0.0106,,,23866.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,0.0106,,,,,,,,98778023.0,,,,,,,,,,,,,,,,,,,,,,,-8593896.0,-0.754,,,,4.0,,,,,,,GBP
TCBS,14.1,14.1,,,14.1,14.65,,,22407.0,2044.0,45746080.0,-0.008,,,0.0112,1710288000.0,1.6667,,,,0.16,,0.0112,14.253,13.449915,,,4510.0,,,,,,,11.72,15.24,,,,,,,3187880.0,2328269.0,2099.0,4824.0,3.13,,,,,,,,,8.719,,,,,,,96437024.0,4.1361737,0.7900243,1703980800.0,-733000.0,-0.81,,-0.008,96437024.0,2.0,,,,0.16,,0.0112,USD
TCBX,20.77,20.47,20.97,21.24,20.47,21.09,,,12915.0,30657.0,287941760.0,0.645,10.338236,8.643442,,,,,,,,,,20.0458,18.7713,,,24310.0,,,,,,,14.09,21.99,,,,,,,13653000.0,12689507.0,81518.0,52871.0,2.64,,,,,2.44,0.49,,,-0.456,,,,,,,-66884252.0,1.9622581,0.6798182,1711843200.0,29789000.0,2.04,2.44,0.645,-66884252.0,2.0,,,,,,,USD
TCHI,17.4548,17.1018,12.23,21.83,17.1018,17.1018,,,234.0,2500.0,,,14.782739,,,,,,,,,,,16.8017,16.65057,,,1620.0,,,,,,,14.0,19.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TCJH,0.399,0.438,0.28,0.52,0.38,0.4424,,,145335.0,169046.0,5898525.0,,,,,,,,,,,,,0.96512,1.26433,,,153170.0,,,,,,,0.38,10.15,,,,,,,10963000.0,6966868.0,17893.0,28740.0,0.06,,,,,,,,,0.3,-0.681,,,,,,1633900.0,1.0816549,0.7966136,1703980800.0,-2547668.0,-0.18,,,1633900.0,4.0,,,,,,,USD
TCMD,12.92,12.96,12.69,12.76,12.71,13.17,,,278892.0,245647.0,302492800.0,1.233,10.349593,14.465909,,,,,,,,,,14.3995,14.3784,,,252900.0,,,,,,,9.695,26.11,,,,,,,23762200.0,21474343.0,1370976.0,1132363.0,6.17,,,,,0.88,4.53,,,1.051,13.044,,,,,,290776352.0,1.0933541,1.5634978,1711843200.0,28192000.0,1.23,0.88,1.233,290776352.0,2.0,,,,,,,USD
TCOM,51.77,50.585,51.49,51.73,50.55,51.64,,,3504601.0,3700080.0,33311102976.0,0.52,22.69163,14.592068,,1213056000.0,,,,,,,,50.4678,40.3761,,,4332820.0,,,,,,,31.55,58.0,,,,,,,646691968.0,538822532.0,11833438.0,10693377.0,2.71,,,,,3.53,74.07,2:1,1449014400.0,0.252,0.901,,,,,,11889022976.0,0.7054896,0.26258105,1711843200.0,10855000064.0,2.27,3.53,0.52,11889022976.0,2.0,,,,,,,CNY
TCON,1.25,1.32,1.24,1.33,1.28,1.33,,,45452.0,276588.0,3429171.0,1.272,0.012030074,-0.44755244,,,,,,,,,,3.1527,3.835875,,,91440.0,,,,,,,1.21,14.74,,,,,,,2679040.0,2082468.0,153032.0,37245.0,0.47,,,,,-2.86,,1:10,1573171200.0,-0.259,0.452,,,,,,-3113806.0,0.28469664,,1703980800.0,-3588000.0,106.4,-2.86,1.272,-3113806.0,4.0,,,,,,,USD
TCPC,10.99,10.99,11.05,11.13,10.985,11.16,,,549729.0,514236.0,948349440.0,1.451,30.777777,6.9249997,0.122700006,1718323200.0,3.7778,1.36,0.12374887,11.04,1.36,,0.122700006,10.382,11.1834,1.36,0.12374887,387660.0,,,,,,,9.9,13.0,,,,,,,85591104.0,,1058960.0,897431.0,2.51,,,,,1.6,0.54,,,9.929,,,,,,,2132260608.0,4.4160657,0.99461395,1711843200.0,20817694.0,0.36,1.6,1.451,2132260608.0,2.0,1.36,0.12374887,11.04,1.36,,0.122700006,USD
TCRT,1.05,1.15,0.9288,1.27,1.08,1.15,,,12167.0,51465.0,17453626.0,-0.26,,-1.8166666,,,,,,,,,,1.3926,1.6044,,,41580.0,,,,,,,0.6,7.95,,,,,,,16012500.0,13082035.0,1466668.0,1520036.0,28.42,,,,,-0.6,,,,2598.57,-0.496,,,,,,12992850.0,3490.725,2.7664976,1703980800.0,-35140000.0,-32.48,-0.6,-0.26,12992850.0,4.0,,,,,,,USD
TCRX,8.29,8.32,8.51,8.57,7.96,8.7,,,215852.0,206853.0,451976960.0,0.905,,-6.380597,,,,,,,,,,7.958,5.5092,,,221290.0,,,,,,,1.93,9.69,,,,,,,48586200.0,26080393.0,381761.0,419685.0,1.59,,,,,-1.34,,,,25.719,-3.929,,,,,,380956992.0,30.514242,3.3307364,1711843200.0,-96797000.0,-0.75,-1.34,0.905,380956992.0,2.0,,,,,,,USD
TCTM,1.38,1.3692,,,1.3,1.37,,,14132.0,44952.0,13170525.0,-0.291,,,,1522800000.0,,,,,,,,2.0834,1.728525,,,20060.0,,,,,,,0.75,4.035,,,,,,,9828750.0,21654709.0,26178.0,34777.0,0.99,,,,,,,,,0.044,1.01,,,,,,60940644.0,0.009577226,,1703980800.0,14357000.0,,,-0.291,60940644.0,4.0,,,,,,,CNY
TCX,22.77,22.83,22.49,22.88,22.4,23.045,,,126447.0,42949.0,248580896.0,0.923,,11.701031,,,,,,,,,,18.5458,20.5951,,,47950.0,,,,,,,15.65,33.44,,,,,,,10950700.0,9105361.0,1039589.0,1030644.0,29.74,,,,,1.94,,1:4,1388448000.0,2.168,-56.597,,,,,,750819904.0,0.7176869,,1711843200.0,-103598000.0,-9.5,1.94,0.923,750819904.0,2.0,,,,,,,USD
TDI,29.454,29.63,,,29.63,29.63,,,154.0,3533.0,,,,,,,,,,,,,,28.92734,28.059547,,,3500.0,,,,,,,25.81,29.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TDIV,72.18,72.0,71.97,72.3,70.7,72.22,,,65182.0,86090.0,,,28.432482,,,,,,,,,,,69.4092,63.5783,,,73170.0,,,,,,,53.85,74.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TDSB,21.6604,21.71,15.59,27.89,21.71,21.87,,,17827.0,21752.0,,,18.143671,,,,,,,,,,,21.79864,21.35687,,,24090.0,,,,,,,20.63,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TDSC,23.8896,23.9926,24.09,24.2,23.84,24.13,,,61517.0,39320.0,,,23.09723,,,,,,,,,,,23.85482,22.90819,,,36620.0,,,,,,,21.73,24.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TDUP,2.05,2.03,2.0,2.03,2.0,2.06,,,380760.0,604782.0,221614560.0,0.707,,-6.28125,,,,,,,,,,1.8545,2.424775,,,365650.0,,,,,,,1.515,4.39,,,,,,,80571696.0,77631390.0,5945195.0,6502187.0,9.54,,,,,-0.32,,,,0.735,-4.945,,,,,,239257968.0,0.6804505,2.3674912,1711843200.0,-68009000.0,-0.64,-0.32,0.707,239257968.0,4.0,,,,,,,USD
TEAM,160.39,160.24,156.76,156.97,154.02,161.3136,,,4389561.0,1819690.0,40830345216.0,0.671,,47.82317,,,,,,,,,,186.6319,200.96132,,,2391900.0,,,,,,,154.02,258.69,,,,,,,159286000.0,157951522.0,3395994.0,4403247.0,1.9,,,,,3.28,1.55,,,9.586,-1304.916,,,,,,39936966656.0,9.80059,36.02664,1711843200.0,-162552000.0,-0.63,3.28,0.671,39936966656.0,2.0,,,,,,,USD
TECH,77.25,77.47,77.15,77.25,76.17,78.815,,,1088811.0,1115655.0,12163985408.0,1.232,61.752003,37.65366,0.0041,1715299200.0,0.256,0.32,0.0041423948,0.43,0.32,,0.0041,72.448,70.5031,0.32,0.0041423948,921250.0,,,,,,,51.79,89.91,,,,,,,157584992.0,155832296.0,6721236.0,5753080.0,5.36,,,,,2.05,7.81,2:1,975888000.0,10.841,38.349,,,,,,12513376256.0,10.53815,6.0375443,1711843200.0,202959008.0,1.25,2.05,1.232,12513376256.0,2.0,0.32,0.0041423948,0.43,0.32,,0.0041,USD
TECTP,10.24,10.23,,,10.23,10.23,,,190.0,2092.0,41448480.0,,4.751509,,0.086899996,1714608000.0,,,,,0.9,,0.086899996,10.27744,10.13241,,,3320.0,,,,,,,9.8,11.68,,,,,,,4051660.0,,4263.0,2333.0,2.44,,,,,,,,,0.764,,,,,,,50346252.0,0.62917984,0.68009573,1703980800.0,13667000.0,2.153,,,50346252.0,2.0,,,,0.9,,0.086899996,USD
TELA,5.62,5.7,5.5,5.56,5.4,5.7199,,,136243.0,161534.0,136344368.0,0.997,,-4.532787,,,,,,,,,,5.2552,6.391325,,,82010.0,,,,,,,4.235,11.26,,,,,,,24655400.0,15754289.0,1145060.0,925979.0,5.0,,,,,-1.22,,,,2.249,-3.199,,,,,,142043200.0,2.1591582,9.48542,1711843200.0,-40298000.0,-1.64,-1.22,0.997,142043200.0,2.0,,,,,,,USD
TELO,6.0,6.27,,,5.84,6.77,,,36186.0,43730.0,179139296.0,,,,,,,,,,,,,6.59424,7.0754104,,,39570.0,,,,,,,4.76,20.72,,,,,,,29609800.0,16543891.0,29867.0,15709.0,0.54,,,,,,,,,,,,,,,,187317024.0,,,1703980800.0,-13071864.0,,,,187317024.0,2.0,,,,,,,USD
TENB,41.87,42.16,42.18,42.23,41.38,42.24,,,757130.0,805984.0,5015040512.0,0.947,,31.485073,,,,,,,,,,45.8386,44.94055,,,778360.0,,,,,,,33.85,53.5,,,,,,,118868000.0,116844700.0,3541078.0,4690168.0,4.5,,,,,1.34,0.85,,,5.955,1997.498,,,,,,4917840896.0,6.072713,13.956334,1711843200.0,-67573000.0,-0.58,1.34,0.947,4917840896.0,2.0,,,,,,,USD
TENK,11.36,11.37,,,11.37,11.37,,,26563.0,4831.0,75645520.0,,42.11111,,,,,,,,,,,11.1552,10.950745,,,8060.0,,,,,,,10.47,12.03,,,,,,,6653080.0,4251183.0,201.0,215.0,0.12,,,,,,,,,,,,,,,,74760064.0,,,1703980800.0,2419304.0,0.27,,,74760064.0,2.0,,,,,,,USD
TENKR,0.25,0.275,,,0.275,0.2775,,,12642.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,0.2775,,,,,,,,4251183.0,,,,,,,,,,,,,,,,,,,,,,,2419304.0,,,,,4.0,,,,,,,USD
TENKU,11.61,,,,12.0,12.0,,,12.0,8.0,,,,,,,,,,,,,,11.884,11.269247,,,10.0,,,,,,,10.53,12.61,,,,,,,,4251183.0,50.0,50.0,4.95,,,,,,,,,,,,,,,,80149056.0,,,1703980800.0,2419304.0,,,,80149056.0,2.0,,,,,,,USD
TENX,3.53,3.59,,,3.46,3.59,,,22427.0,52319.0,6775545.0,2.238,,-0.93261456,,,,,,,,,,3.69568,14.828135,,,13650.0,,,,,,,3.44,61.2,,,,,,,1958240.0,1843766.0,9795.0,35201.0,0.29,,,,,-3.71,,1:20,1519603200.0,,0.506,,,,,,-5360773.0,,0.54513943,1711843200.0,-10102753.0,-22.06,-3.71,2.238,-5360773.0,4.0,,,,,,,USD
TER,141.27,141.33,140.84,141.11,135.955,142.66,,,2811975.0,2162044.0,22002425856.0,1.503,53.386364,29.180124,0.0034,1716249600.0,0.1711,0.45,0.0031853896,0.44,0.48,,0.0034,117.943,103.95495,0.45,0.0031853896,2343120.0,,,,,,,81.08,146.53,,,,,,,156112000.0,155423432.0,4476102.0,5225162.0,1.71,,,,,4.83,5.91,2:1,936144000.0,8.026,34.684,,,,,,21336659968.0,8.275982,8.471989,1711843200.0,429417984.0,2.64,4.83,1.503,21336659968.0,2.0,0.45,0.0031853896,0.44,0.48,,0.0034,USD
TERN,7.02,7.1,6.02,7.33,5.715,7.1,,,1988891.0,972707.0,388709376.0,-0.5,,-4.3868613,,,,,,,,,,5.682,5.734975,,,809260.0,,,,,,,3.26,13.03,,,,,,,64677100.0,26938678.0,2234303.0,4396453.0,2.94,,,,,-1.37,,1000:50,1383523200.0,,-1.434,,,,,,148482640.0,,1.641628,1711843200.0,-91055000.0,-1.26,-1.37,-0.5,148482640.0,2.0,,,,,,,USD
TETE,11.88,11.94,,,11.94,11.94,,,300.0,21284.0,76227464.0,0.008,597.0,,,,,,,,,,,11.8232,11.549335,,,43990.0,,,,,,,10.72,12.25,,,,,,,6384210.0,2383672.0,1139.0,5807.0,0.05,,,,,,,,,,,,,,,,78762656.0,,,1709164800.0,-83390.0,0.02,,0.008,78762656.0,2.0,,,,,,,USD
TETEU,11.97,,,,11.97,11.97,,,,22.0,,0.008,,,,,,,,,,,,11.753,11.46225,,,,,,,,,,10.4,12.04,,,,,,,,2383672.0,281.0,281.0,45.25,,,,,,,,,,,,,,,,78954184.0,,,1709164800.0,-83390.0,,,0.008,78954184.0,2.0,,,,,,,USD
TETEW,0.0225,0.025,,,0.0225,0.025,,,1000.0,,,0.008,,,,,,,,,,,,,,,,,,,,,,,0.0225,0.025,,,,,,,,2383672.0,,,,,,,,,,,,,,,,,,,,,,,-83390.0,,,0.008,,4.0,,,,,,,USD
TFFP,2.06,2.07,2.01,2.15,2.05,2.11,,,6930.0,43968.0,6382147.0,1.437,,-0.52956295,,,,,,,,,,3.44016,6.559515,,,37240.0,,,,,,,1.54,15.95,,,,,,,3098130.0,2179528.0,123795.0,86596.0,3.31,,,,,-3.89,,,,-0.923,0.032,,,,,,-677109.0,8.696551,0.5102799,1703980800.0,-21243232.0,-9.38,-3.89,1.437,-677109.0,4.0,,,,,,,USD
TFIN,73.95,74.15,74.27,74.43,73.46,74.58,,,139018.0,179171.0,1733768320.0,1.206,56.28788,31.087866,,,,,,,,,,74.5242,71.02435,,,123190.0,,,,,,,53.86,82.22,,,,,,,23334700.0,20670329.0,1830700.0,1680451.0,7.95,,,,,2.39,5.13,,,3.839,,,,,,,1533298816.0,4.3409758,2.0845609,1711843200.0,31023000.0,1.32,2.39,1.206,1533298816.0,2.0,,,,,,,USD
TFINP,21.475,21.48,,,21.48,21.88,,,6939.0,1692.0,,1.206,,,0.081599995,1710374400.0,,,,,1.78,,0.081599995,21.89528,20.74537,,,3480.0,,,,,,,18.25,22.5,,,,,,,,20670329.0,384.0,155.0,0.26,,,,,,,,,0.789,,,,,,,315144224.0,,0.6121819,1711843200.0,31023000.0,,,1.206,315144224.0,2.0,,,,1.78,,0.081599995,USD
TFSL,13.09,13.21,13.16,13.22,13.085,13.32,,,218572.0,268336.0,3699771136.0,0.656,47.07143,45.448277,0.0857,1718064000.0,4.0357,1.13,0.08632544,7.16,1.13,,0.0857,12.595,12.9643,1.13,0.08632544,195890.0,,,,,,,10.97,15.25,,,,,,,280711008.0,49497970.0,2575515.0,2919159.0,9.76,,,,,0.29,,,,26.485,,,,,,,8053760512.0,12.166617,1.9224038,1711843200.0,77028000.0,0.28,0.29,0.656,8053760512.0,2.0,1.13,0.08632544,7.16,1.13,,0.0857,USD
TGAA,11.51,11.36,,,11.36,11.36,,,2413.0,3676.0,105723424.0,0.016,94.666664,,,,,,,,,,,11.2332,11.05144,,,270.0,,,,,,,10.53,12.19,,,,,,,9281640.0,3934194.0,361.0,2588.0,0.09,,,,,,,,,,,,,,,,108339344.0,,,1711843200.0,1343241.0,0.12,,0.016,108339344.0,2.0,,,,,,,USD
TGAAU,10.81,,,,11.13,11.13,,,,12.0,,0.016,,,,,,,,,,,,11.13,11.02565,,,,,,,,,,10.46,11.484,,,,,,,,3934194.0,,,,,,,,,,,,,,,,,,,106198816.0,,,1711843200.0,1343241.0,-0.021,,0.016,106198816.0,2.0,,,,,,,USD
TGAAW,0.1152,0.0997,,,0.1152,0.1152,,,159.0,,,0.016,,,,,,,,,,,,,,,,,,,,,,,0.1152,0.1152,,,,,,,,3934194.0,,,,,,,,,,,,,,,,,,,,,38.399998,,1343241.0,,,0.016,,4.0,,,,,,,USD
TGAN,4.85,4.85,3.47,4.8,4.765,4.85,,,244395.0,182233.0,302849344.0,0.443,,-18.384617,,,,,,,,,,4.871,3.78895,,,102130.0,,,,,,,1.94,4.96,,,,,,,63357600.0,25644946.0,932175.0,815013.0,4.34,,,,,-0.26,-0.71,,,15.827,-10.176,,,,,,296831328.0,16.14766,16.539793,1703980800.0,-41700000.0,-0.7,-0.26,0.443,296831328.0,4.0,,,,,,,USD
TGL,3.95,4.1,,,4.0,4.1983,,,3688.0,674192.0,5336223.0,,,-8.18,,,,,,,,,,4.50966,11.635945,,,32260.0,,,,,,,3.11,104.3,,,,,,,1304700.0,505357.0,14333.0,115482.0,0.15,,,,,-0.5,,,,0.09,-0.573,,,,,,4840842.0,0.09958331,,1703980800.0,-9374424.0,-63.12,-0.5,,4840842.0,4.0,,,,,,,USD
TGTX,16.89,16.94,16.26,16.32,16.23,17.15,,,1862806.0,3235333.0,2519051008.0,2.325,54.33333,27.62712,,,,,,,,,,15.5194,13.545575,,,2262170.0,,,,,,,6.46,29.32,,,,,,,154543008.0,133253183.0,34299094.0,35711438.0,8.05,,,,,0.59,,100:5625,1335744000.0,7.726,46.066,,,,,,2235460864.0,8.706408,14.579605,1711843200.0,41197000.0,0.3,0.59,2.325,2235460864.0,2.0,,,,,,,USD
TH,11.36,11.38,11.34,11.37,11.31,11.44,,,272346.0,558607.0,1139146624.0,2.067,8.231884,15.351351,,,,,,,,,,11.0423,11.6302,,,227880.0,,,,,,,8.495,16.8,,,,,,,100277000.0,28477742.0,1204163.0,1042183.0,2.81,,,,,0.74,1.08,1:5,1346889600.0,2.323,4.105,,,,,,1213583872.0,2.1803477,3.0285256,1711843200.0,150258000.0,1.38,0.74,2.067,1213583872.0,2.0,,,,,,,USD
THAR,4.485,4.36,4.47,4.78,4.3201,5.1899,,,54858.0,22437.0,3729780.0,,,-39.545002,,,,,,,,,,5.7762,31.882126,,,52405.0,,,,,,,4.15,163.125,,,,,,,785978.0,11576283.0,1331.0,6893.0,0.13,,,,,-0.12,,,,,,,,,,,47519440.0,,7.9354515,1711843200.0,-8886915.0,-22.35,-0.12,,47519440.0,4.0,,,,,,,USD
THCH,1.12,1.09,1.1,1.14,1.09,1.12,,,32240.0,373787.0,176901760.0,0.341,,,,,,,,,,,,1.1261,1.579675,,,42790.0,,,,,,,0.84,3.27,,,,,,,157948000.0,20168727.0,279673.0,338205.0,0.35,,,,,,,,,1.16,-4.486,,,,,,1827794816.0,0.112262964,,1703980800.0,-876250368.0,-0.8,,0.341,1827794816.0,4.0,,,,,,,CNY
THCP,10.64,10.595,,,10.595,10.63,,,5366.0,20750.0,107132328.0,0.003,88.583336,,,,,,,,,,,10.465,10.289185,,,19990.0,,,,,,,10.07,10.985,,,,,,,10078300.0,2515150.0,5012.0,3667.0,0.14,,,,,,,,,,,,,,,,108066032.0,,,1711843200.0,2080919.0,0.12,,0.003,108066032.0,2.0,,,,,,,USD
THCPU,10.55,10.75,,,10.75,10.75,,,202.0,20.0,,0.003,370.68967,,,,,,,,,,,10.4036,10.2705,,,60.0,,,,,,,9.26,10.96,,,,,,,,2515150.0,20.0,20.0,0.71,,,,,,,,,,,,,,,,109275432.0,,,1711843200.0,2080919.0,0.029,,0.003,109275432.0,2.0,,,,,,,USD
THCPW,0.161,,,,0.161,0.161,,,25102.0,,,0.003,,,,,,,,,,,,,,,,,,,,,,,0.161,0.161,,,,,,,,2515150.0,,,,,,,,,,,,,,,,,,,,,,,2080919.0,,,0.003,,4.0,,,,,,,USD
THFF,37.02,37.22,37.0,37.32,36.97,37.2534,,,38792.0,42293.0,437594272.0,0.52,7.9145303,7.220273,0.024300002,1711584000.0,0.3077,1.44,0.038897894,2.61,0.9,,0.024300002,37.171,37.4427,1.44,0.038897894,38210.0,,,,,,,31.55,44.91,,,,,,,11814100.0,11333614.0,67756.0,64496.0,1.86,,,,,5.13,,2:1,1066262400.0,2.643,,,,,,,521488000.0,2.2178009,0.84029037,1711843200.0,55616000.0,4.68,5.13,0.52,521488000.0,2.0,1.44,0.038897894,2.61,0.9,,0.024300002,USD
THMO,0.551,0.57,,,0.54,0.6,,,18013.0,23887.0,4417769.0,2.395,,2.7775,,,,,,,,,,0.6996,0.85855,,,34030.0,,,,,,,0.36,1.84,,,,,,,7952780.0,3505188.0,28847.0,55243.0,1.23,,,,,0.2,,1:10,1559692800.0,1.274,-2.217,,,,,,12032487.0,0.46773627,,1703980800.0,-17975000.0,-3.98,0.2,2.395,12032487.0,4.0,,,,,,,USD
THRD,13.65,13.54,13.2,13.54,13.0,13.615,,,84455.0,150020.0,545037888.0,,,-7.8757396,,,,,,,,,,11.6443,9.1034,,,107010.0,,,,,,,4.7,16.94,,,,,,,40949500.0,9161623.0,1063331.0,806213.0,6.94,,,,,-1.69,,,,,-6.618,,,,,,285986368.0,,2.0333028,1711843200.0,-29595000.0,-0.75,-1.69,,285986368.0,2.0,,,,,,,USD
THRM,53.05,53.28,53.77,54.03,52.91,54.34,,,222479.0,152298.0,1706925824.0,1.489,37.199997,15.109243,,,,,,,,,,52.1306,51.8464,,,157810.0,,,,,,,38.21,66.54,,,,,,,31644900.0,29405738.0,1106275.0,1072823.0,7.62,,,,,3.57,0.74,1:5,917481600.0,1.254,11.519,,,,,,1832719744.0,1.1679546,2.6366212,1711843200.0,47165000.0,1.45,3.57,1.489,1832719744.0,2.0,,,,,,,USD
THRY,20.78,20.92,20.98,21.1,20.78,21.3,,,174345.0,174590.0,754954944.0,0.971,,17.27049,,,,,,,,,,22.0691,20.322525,,,203210.0,,,,,,,15.99,26.42,,,,,,,35830800.0,29680087.0,2917276.0,3098461.0,14.81,,,,,1.22,,,,1.202,9.594,,,,,,1088129024.0,0.8341767,4.51855,1711843200.0,-260184992.0,-7.5,1.22,0.971,1088129024.0,2.0,,,,,,,USD
THTX,1.26,1.2527,0.8928,1.63,1.25,1.27,,,10762.0,24850.0,57475000.0,1.811,,-11.363636,,,,,,,,,,1.3474,1.52755,,,17170.0,,,,,,,0.88,4.2,,,,,,,45980000.0,27249598.0,20077.0,24079.0,0.99,,,,,-0.11,,,,1.001,-26.55,,,,,,78162024.0,0.7358872,,1709164800.0,-17995000.0,-0.58,-0.11,1.811,78162024.0,4.0,,,,,,,USD
TIGO,24.81,24.69,24.86,24.94,23.63,24.98,,,144684.0,107030.0,4262581248.0,1.134,2490.0,10.462184,,1572912000.0,,,,4.76,,,,21.4482,17.837074,,,168910.0,,,,,,,14.46,24.98,,,,,,,171188000.0,120292406.0,152529.0,105966.0,1.5,,,,,2.38,-0.06,,,1.958,5.574,,,,,,11315511296.0,0.7375984,1.184417,1711843200.0,3000000.0,0.01,2.38,1.134,11315511296.0,2.0,,,4.76,,,,USD
TIGR,4.145,4.12,4.24,4.27,4.115,4.29,,,2224884.0,1283042.0,665974976.0,1.187,28.333332,13.709678,,,,,,,,,,3.7049,4.22185,,,1561780.0,,,,,,,2.74,5.8,,,,,,,156700000.0,1151902044.0,3003021.0,3037450.0,2.86,,,,,0.31,,,,36.257,,,,,,,8177810432.0,2.952672,1.3560945,1703980800.0,32563524.0,0.15,0.31,1.187,8177810432.0,4.0,,,,,,,USD
TIL,11.04,11.02,,,10.5806,11.02,,,4784.0,11353.0,69526792.0,1.178,,-0.73219174,,,,,,,,,,11.03266,9.47606,,,5540.0,,,,,,,6.08,12.98,,,,,,,6503910.0,3055603.0,7447.0,8747.0,0.72,,,,,-14.6,,,,,-0.116,,,,,,9958313.0,,0.30787396,1703980800.0,-156087008.0,-18.97,-14.6,1.178,9958313.0,2.0,,,,,,,USD
